contact_id,account_id,geo_id,email,phone,job_title,role,lifecycle_stage,created_at,updated_at
f87ef83e-40b4-4d57-9b9b-936813cafb23,ce81e8d3-dd66-4e7b-a019-b9fa388b0230,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,user27@example.com,+1-555-1027,Manager,User,Active,2022-04-27 11:43:29,2022-09-22 20:06:10
ed4e28cf-c317-40c4-b225-8f4394709fec,03907d5d-7f9a-4703-b1c9-b892071e5784,b0b30ba9-1373-4d34-b2e3-4950984f2c16,user28@example.com,+1-555-1028,Director,Admin,Lead,2022-02-03 20:46:10,2023-08-03 21:01:29
e2b283c4-0b2c-483d-b428-c384d46ccb7c,101a6e26-4244-461e-bca9-541c7e1eb47a,f97e321b-ac65-4057-a901-09668427a33d,user29@example.com,+1-555-1029,Analyst,Admin,ChurnRisk,2022-04-11 03:41:30,2022-06-25 21:39:04
c5c18e83-34c6-40af-ae7b-463cb45848f5,4d216918-b264-4437-9029-cd91d8631f27,cd925617-c58a-49c7-83d5-41cb7915836a,user30@example.com,+1-555-1030,Manager,Viewer,Active,2022-11-04 04:40:00,2023-06-10 00:00:34
012210b5-e24c-422e-8274-597169106f01,e8cb831d-ad1f-458f-a14f-a51d4a8c110d,f97e321b-ac65-4057-a901-09668427a33d,user31@example.com,+1-555-1031,Engineer,Admin,ChurnRisk,2024-09-30 12:08:13,2024-11-20 21:18:36
2820bc9c-22c4-44a2-8860-4211e5886d47,7425c64f-da0e-41c0-9cba-25808161a1d5,713b4916-11b7-44e2-adb2-6f39959206ae,user32@example.com,+1-555-1032,Analyst,Viewer,Lead,2023-11-20 20:19:04,2023-01-23 23:55:20
be745058-a8ba-45e4-a383-31b0771c0ab1,31908bb4-3db8-4ddd-828b-7be66c062aa9,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,user33@example.com,+1-555-1033,Director,Viewer,Lead,2022-07-20 01:41:49,2024-04-17 11:50:10
ca73cad3-43a4-4738-9375-c476c022b708,aca4051c-79bb-46a3-a25d-dafad19efcf9,449be6aa-4bbd-4733-b7e2-79353d4d7005,user34@example.com,+1-555-1034,Manager,Admin,ChurnRisk,2022-05-23 21:12:43,2022-07-03 02:20:26
39dcabf6-7623-4c91-8635-a772ac2eca91,7310a319-aa5f-42c3-85c3-2a83ee060c78,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,user35@example.com,+1-555-1035,Engineer,User,Active,2023-05-31 01:04:33,2023-03-27 14:23:50
6b6eda48-cd06-47b1-a93d-4dc45505a40e,6ac56241-1ff1-4326-b81a-559f964be15e,874057f3-6a95-453d-8573-c217459f7c51,user36@example.com,+1-555-1036,Engineer,Viewer,Active,2022-07-10 08:09:44,2023-04-10 18:09:50
752b1ca3-2d8d-41aa-9ff2-b7224b9ec6ea,ab311626-9b03-4fb3-877f-444ba62c5db3,5050f307-f787-4047-8d37-2cedc48c3557,user37@example.com,+1-555-1037,Director,Admin,Active,2022-03-08 07:50:02,2024-01-21 12:11:37
5abd3e16-90ac-428f-b356-dd24a3c0bef4,62b0f8f6-d082-476a-b4d4-7d3ddece64fe,7f3e7563-8c1f-4547-a711-9cec2caa5a90,user38@example.com,+1-555-1038,Manager,Admin,ChurnRisk,2023-12-18 03:08:11,2023-04-02 00:09:08
403b327d-71b6-457f-96b2-34c435af58f7,68fd3813-04b6-401e-b34e-ed9fb54801b8,65571c78-d8ce-46d8-8fd7-1d487c346d71,user39@example.com,+1-555-1039,Analyst,Viewer,Lead,2022-03-20 15:54:37,2023-02-16 06:37:29
17fe019b-1864-49d9-8526-9de9fc8bf395,af01a249-2a6f-42a3-823a-0e27f0efa776,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,user40@example.com,+1-555-1040,Engineer,Viewer,ChurnRisk,2022-09-18 23:05:29,2022-11-27 23:40:27
9d7fec17-9d08-488e-b749-b9158c61f710,fc43ea97-6ec1-42cd-a3a4-f710205bd9fa,c68acfda-6db5-405f-ab3d-9e54547cc5df,user41@example.com,+1-555-1041,Director,Viewer,Lead,2024-06-10 11:57:13,2022-01-04 11:18:03
9915be89-fb09-4d8f-9acb-cd1d62661fca,dc0f9255-25d6-4641-8312-72cece952d8a,6465de2a-d171-47cf-8c70-c744338b243d,user42@example.com,+1-555-1042,Engineer,Viewer,Active,2023-11-04 21:14:24,2024-09-07 11:57:49
d9c9c802-bf08-40c3-a195-4a2ac1bcfead,7cf7c25c-8b0f-462e-b606-e24661fe5a4c,fda10fd5-4541-4e82-a935-3502434627b7,user43@example.com,+1-555-1043,Engineer,User,Active,2023-09-06 14:37:06,2024-06-02 15:57:53
9035dfa4-dcb6-461f-9296-dcf450959123,3a8e1d63-de83-48a0-815e-10568d02c909,32169ff7-ea26-43ca-9b8f-62b10788f98a,user44@example.com,+1-555-1044,Manager,User,Lead,2024-02-10 16:55:57,2023-09-04 11:16:20
8afa8cf8-119f-4576-adb7-2d29575da85d,d822c45d-517a-48f2-bfab-078e55b7f75d,923fe915-37eb-4281-ba65-655838745c18,user45@example.com,+1-555-1045,Manager,User,Active,2022-02-15 19:10:46,2022-12-04 19:36:55
6156a0ea-cca7-4c0e-a725-f1c9e31c499f,1d950936-6ab0-436e-8166-f95498e0436a,eab23103-61b8-42e6-b8e4-27bdae31cde6,user46@example.com,+1-555-1046,Analyst,User,ChurnRisk,2023-08-18 13:11:15,2023-04-19 12:30:20
140bb40d-2ef7-4719-ab1e-7cab88d9fed5,e6fe2596-2290-45c1-90e2-e87d2f0705ba,382a30ba-7fca-4b36-b4f8-14feb2a55572,user47@example.com,+1-555-1047,Engineer,Admin,Lead,2024-11-27 08:01:25,2024-09-25 19:47:40
54c0d75a-47af-464b-a1f2-2751568fbe99,c38a39d6-bb1e-43bf-9736-1cb0c640ab80,2069ac2f-8681-4d9d-8ff6-3fc8888d98ef,user48@example.com,+1-555-1048,Director,Viewer,Active,2023-10-25 19:11:15,2024-03-11 20:18:52
e133b990-3b58-417d-9d1f-28d103fb5655,e484bd3f-3d8c-4e21-a897-fca79e194f0d,f4a1dbe7-d8f0-42bc-82ab-fe34f249654a,user49@example.com,+1-555-1049,Engineer,Admin,Active,2022-09-26 10:43:11,2022-02-25 00:53:36
ed3a764b-ecf5-499e-8fe9-9edd2f52fbc4,610b40e6-fdc1-499c-8b78-009f72e7fd60,874057f3-6a95-453d-8573-c217459f7c51,user50@example.com,+1-555-1050,Director,Admin,Active,2023-07-04 19:57:39,2023-12-21 08:00:55
bbbcef59-7c22-4c92-8352-809b1387f5f9,147504a7-0045-495f-86e6-6e29cc40a75e,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,user51@example.com,+1-555-1051,Engineer,User,Active,2022-11-30 13:11:47,2024-08-17 15:20:25
0783e712-bb81-42b3-bca5-f4917fcb7135,02587417-45a1-421a-881e-aeeb27273e08,f556ace5-b699-4fcf-a271-5d9f7351ad1f,user52@example.com,+1-555-1052,Director,Admin,Lead,2022-10-18 17:29:57,2024-01-29 11:53:35
0f716a52-43dd-4492-833d-a8d9be38a17c,b25bb121-846c-4081-a991-de4e21ce9919,449be6aa-4bbd-4733-b7e2-79353d4d7005,user53@example.com,+1-555-1053,Engineer,User,Lead,2023-03-04 04:03:48,2022-03-31 07:38:00
abe84124-23d8-4c5c-b538-d39b53461fa1,6bb3a728-1738-4785-a848-bcc548411650,d3b58f8b-c9b8-449d-afa7-046a5607b449,user54@example.com,+1-555-1054,Engineer,Viewer,Active,2023-03-11 17:44:02,2023-07-07 15:06:00
a6d05594-8c93-41bb-9df7-b4e1983b21c9,b86b5488-3c81-456c-8cf8-f2310a2acd2f,6465de2a-d171-47cf-8c70-c744338b243d,user55@example.com,+1-555-1055,Analyst,User,ChurnRisk,2023-11-24 20:30:40,2022-01-10 03:38:10
9fc43d8b-8944-4fa1-b9cd-f18a6513a1be,f915296e-e945-450c-812c-40898baae3a4,a17c8e52-56cb-417f-9033-d0526bc2a589,user56@example.com,+1-555-1056,Manager,Viewer,ChurnRisk,2022-08-19 21:22:50,2024-08-14 04:37:51
77c080c4-c20c-4881-b541-978dbc9aeadd,226c39cc-3a37-4578-a81b-6df5ebfaddc8,a58288c3-b609-4d9e-976f-0788fc350808,user57@example.com,+1-555-1057,Manager,User,ChurnRisk,2022-02-23 19:49:29,2023-12-17 03:14:11
9b9d7bca-f117-465e-bd9f-1d477d90f817,78157f50-2286-4a46-a3d4-03087c6f36e1,b9d9e952-3729-466a-99e4-8cb64954f439,user58@example.com,+1-555-1058,Director,Admin,ChurnRisk,2024-08-11 23:33:09,2023-05-26 09:17:56
6652a0c1-b21d-4eba-bafd-7a888951c9a8,0a6ae756-4896-4463-869b-08d0f2cc979a,fda10fd5-4541-4e82-a935-3502434627b7,user59@example.com,+1-555-1059,Engineer,Admin,Lead,2024-08-19 20:34:29,2023-04-09 11:19:06
4dd914ec-9463-49fa-9e9d-4d34d082ac79,f5ca678b-629e-4f22-8c9c-fc9d954de9eb,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,user60@example.com,+1-555-1060,Engineer,User,Lead,2024-08-16 10:34:33,2023-07-04 18:04:40
e57890a8-0401-44a1-9bc1-8c72b7883093,0bff4e0b-d30d-4cd5-821b-4b00554c659c,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,user61@example.com,+1-555-1061,Manager,Viewer,ChurnRisk,2023-01-17 19:31:14,2022-06-16 11:21:56
820dd2ae-535c-468f-bed2-0d1437a79f6f,53157910-e5d9-406b-a4e3-0ff652fe27ea,382a30ba-7fca-4b36-b4f8-14feb2a55572,user62@example.com,+1-555-1062,Director,Viewer,Lead,2024-10-02 12:17:16,2022-01-09 00:10:13
a012cb13-2747-46ad-9f28-22aa6a1ebde3,859228d2-a1dc-464b-830f-9c8cb5ff07d5,e64f2851-29a8-4c7e-83c0-58a984a05efd,user63@example.com,+1-555-1063,Analyst,User,ChurnRisk,2023-04-04 10:19:04,2023-06-28 06:34:11
798fbf69-3f1e-479c-9e33-fc01a39d68b9,4292e016-6b4d-4a41-8687-9eeca1f634ef,a58288c3-b609-4d9e-976f-0788fc350808,user64@example.com,+1-555-1064,Analyst,Admin,Active,2024-02-15 00:01:38,2022-10-17 04:27:44
33caae74-9fb5-49af-9466-7965c2a92917,7425c64f-da0e-41c0-9cba-25808161a1d5,382a30ba-7fca-4b36-b4f8-14feb2a55572,user65@example.com,+1-555-1065,Analyst,Viewer,Active,2023-10-03 00:10:57,2023-09-17 14:11:05
3d7d023e-dc81-4a28-b414-b799e097e0c4,1698f9f8-84ac-47d5-92bb-ef4dfbbb45c7,fda10fd5-4541-4e82-a935-3502434627b7,user66@example.com,+1-555-1066,Engineer,User,ChurnRisk,2024-05-05 11:09:41,2023-07-05 17:55:23
0470c7a7-d845-4704-ba04-fd057f0cd91a,97dcc729-882c-4147-9953-c708c77ea631,a17c8e52-56cb-417f-9033-d0526bc2a589,user67@example.com,+1-555-1067,Director,Viewer,Lead,2024-01-15 03:34:03,2022-01-14 18:27:50
2ccd1344-cbf6-458e-aade-a98ced9d0a6a,70c2afa8-325c-4966-8b99-b3d540ec7af1,9b32730c-197d-4128-9e8f-a9c485970207,user68@example.com,+1-555-1068,Manager,Admin,ChurnRisk,2022-04-05 17:27:52,2022-06-07 10:08:46
0183cbff-93c0-430f-9327-abc48f26741f,fb0a19b3-5e65-40dc-ac8b-7ba07bf0c93a,b8806616-764a-4f02-ac60-c718be6f04f9,user69@example.com,+1-555-1069,Engineer,Viewer,Lead,2022-05-17 06:29:47,2023-11-01 05:31:49
293ed896-04f1-4943-8b94-2dbb6ce58269,4b0df220-7d91-42c1-8acf-fcf6a15fa947,e64f2851-29a8-4c7e-83c0-58a984a05efd,user70@example.com,+1-555-1070,Engineer,User,Active,2023-03-11 14:48:17,2024-02-04 08:48:32
3069d445-79ce-4824-b432-47e12a8d1afa,f6bb726a-8107-449c-bef4-cf2c1852246b,6220054f-7c0d-4f92-8962-9682f69b589b,user71@example.com,+1-555-1071,Analyst,Viewer,Lead,2023-08-18 23:50:40,2022-11-03 20:59:25
f99d9ec2-0580-415c-a104-aaf5303648a4,676d7b74-8ba0-4fa9-a5b8-41d834d3cf18,23b7c8fc-6b85-4bf8-9e48-748d5f296586,user72@example.com,+1-555-1072,Director,Viewer,ChurnRisk,2022-08-02 04:31:46,2022-05-12 15:28:37
3c9a7998-50f7-44fe-bcd8-3fc8f2cd6493,78d13296-aa11-4fb5-9925-dff159673b86,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,user73@example.com,+1-555-1073,Director,Admin,Active,2023-10-14 06:12:25,2024-04-01 22:08:58
f4030d0f-b447-439a-ba3b-8538fb2bdba2,420c7eef-a9dc-496f-9068-a7cb05203fe0,2069ac2f-8681-4d9d-8ff6-3fc8888d98ef,user74@example.com,+1-555-1074,Analyst,Admin,Active,2022-11-06 20:19:33,2024-03-09 23:11:13
1be59184-e46f-413f-bbc4-9358eb277628,e9918000-d8d8-493e-b080-b487ba8216bc,9b32730c-197d-4128-9e8f-a9c485970207,user75@example.com,+1-555-1075,Analyst,Admin,Lead,2024-09-25 07:49:21,2022-08-27 18:44:56
46909e37-84d1-4d07-9423-439ea229d608,56df2a1a-e619-42dd-86c5-64baad6a736c,a58288c3-b609-4d9e-976f-0788fc350808,user76@example.com,+1-555-1076,Analyst,Admin,Active,2024-03-27 19:46:08,2023-10-01 00:42:58
b66a78a5-f1da-4ca5-a5cc-709540b17026,4613961f-cfe3-4470-9fb0-0803ec88d974,d3b58f8b-c9b8-449d-afa7-046a5607b449,user77@example.com,+1-555-1077,Engineer,User,Active,2023-01-23 00:54:05,2022-07-12 09:11:18
8feb2285-efe8-4d34-9c83-51493e662437,f477cb15-d831-44ed-a580-1156bd3bc40c,c68acfda-6db5-405f-ab3d-9e54547cc5df,user78@example.com,+1-555-1078,Engineer,Viewer,Lead,2024-09-06 20:13:40,2024-01-28 04:02:32
bcb08c54-9339-4ed4-a48d-1ecf32d7271a,2ed9f024-e71f-4b65-b16c-5a324267cffc,eab23103-61b8-42e6-b8e4-27bdae31cde6,user79@example.com,+1-555-1079,Engineer,Viewer,Active,2024-04-24 12:59:24,2022-01-11 17:38:25
89652eb7-8163-4fd7-a266-2b93d782686f,09c306f9-3abf-477f-8b6d-b5783a421e2a,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,user80@example.com,+1-555-1080,Manager,Viewer,ChurnRisk,2022-01-31 08:07:49,2022-08-30 18:19:18
029c3b2f-9d61-4cb6-96a1-49c9ff743f87,161ed3a8-dfe4-4ae9-8c18-36f7d806ad4c,eab23103-61b8-42e6-b8e4-27bdae31cde6,user81@example.com,+1-555-1081,Manager,Viewer,Lead,2023-08-18 04:33:43,2024-10-17 01:04:09
36e3cd8b-2d0a-4d89-a722-0ee1ace7f6cd,6b565a6b-b9ec-471f-b3f9-4ffe7b1f3c88,eab23103-61b8-42e6-b8e4-27bdae31cde6,user82@example.com,+1-555-1082,Director,User,Lead,2023-07-12 20:40:11,2023-01-24 13:41:58
de6e6e03-7f68-45e0-b15d-537bc27a65c2,c7e8d767-9429-4cc4-945b-60e004313097,5050f307-f787-4047-8d37-2cedc48c3557,user83@example.com,+1-555-1083,Analyst,Admin,Lead,2024-01-16 03:55:55,2022-12-18 05:26:28
17e949f6-b8ef-422a-81eb-80a7be22cd82,38cfb2a3-1160-4a80-9c6a-32361af1a09b,f4a1dbe7-d8f0-42bc-82ab-fe34f249654a,user84@example.com,+1-555-1084,Analyst,Viewer,Lead,2024-04-25 21:05:42,2024-01-02 04:55:07
df694c4c-a7db-44da-9451-2abbc5331a70,3467b810-abb4-40da-bae4-bc509d990a5d,f556ace5-b699-4fcf-a271-5d9f7351ad1f,user85@example.com,+1-555-1085,Engineer,Viewer,ChurnRisk,2024-01-23 22:09:39,2023-09-07 04:02:43
3bc3ff4f-d0b5-4029-bfc5-9cd5f993d6aa,da65272b-bc8c-43d3-a9c2-1d61a48f8cca,b8806616-764a-4f02-ac60-c718be6f04f9,user86@example.com,+1-555-1086,Manager,Admin,Lead,2023-06-19 10:31:17,2023-08-05 11:16:06
41961733-1f98-4441-bb76-3155d42c2144,8a1167fb-7f97-4900-b3a0-07b77a709d50,a17c8e52-56cb-417f-9033-d0526bc2a589,user87@example.com,+1-555-1087,Analyst,Admin,ChurnRisk,2024-05-28 17:00:07,2023-04-10 22:09:06
797c52c7-ca14-4e6e-a8db-b0329c290fe1,eb927639-1198-4c9e-a1ba-9973c05d989c,f556ace5-b699-4fcf-a271-5d9f7351ad1f,user88@example.com,+1-555-1088,Director,Viewer,Lead,2024-02-20 10:34:41,2023-07-21 05:23:04
adfbf5b0-f1e8-41a2-9ffe-fe395bd0eb1c,a95393a7-3307-4f2d-acfd-9fdc3360c2c7,b0b30ba9-1373-4d34-b2e3-4950984f2c16,user89@example.com,+1-555-1089,Analyst,Admin,Lead,2023-05-15 14:16:54,2023-10-28 09:43:38
96ce7921-c033-40ce-82e5-f2ded1942c0e,dba1eded-f254-491d-8598-ac5a57eb6df2,b9d9e952-3729-466a-99e4-8cb64954f439,user90@example.com,+1-555-1090,Engineer,Viewer,Active,2023-08-27 07:54:12,2022-10-11 00:14:19
bbcf2dd5-8cda-4e97-9b14-2db92d1f8f0c,da35afb4-1b80-4b05-bdf6-936e7f108db7,f556ace5-b699-4fcf-a271-5d9f7351ad1f,user91@example.com,+1-555-1091,Engineer,Viewer,Active,2023-02-25 02:34:23,2024-04-13 07:27:44
5d784144-5b7f-457c-bf28-f36d3f353b91,f2534f47-cb8b-47ed-a04c-34de8d624127,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,user92@example.com,+1-555-1092,Manager,Viewer,ChurnRisk,2022-10-07 08:01:18,2023-02-23 15:00:18
1058abfa-2f5c-4275-ac1d-abbf99e9942c,4bfa0878-d3be-4ae4-9abf-cc0c08c07790,c68acfda-6db5-405f-ab3d-9e54547cc5df,user93@example.com,+1-555-1093,Director,Viewer,Active,2022-02-10 11:41:52,2022-06-18 20:26:34
8b89ff88-0adf-4a18-a725-133fb2e80a9c,0abd5707-d035-4e5d-a44c-e1e7fb64288a,92281d5b-28df-4ff1-9663-dc6f0896606d,user94@example.com,+1-555-1094,Director,Viewer,Lead,2023-05-11 08:37:02,2023-11-13 07:09:06
3e39fa3a-c0e7-4045-b7e6-4c21d66e1b04,26a68bf2-ece1-43c7-b0ef-3aa1add60498,923fe915-37eb-4281-ba65-655838745c18,user95@example.com,+1-555-1095,Analyst,Viewer,ChurnRisk,2024-07-16 14:06:40,2024-10-16 11:52:42
36063efc-b7c2-471e-8e4f-3f607ce61fc4,2749fca6-5b22-4b1d-a617-b0fd69e42e2a,382a30ba-7fca-4b36-b4f8-14feb2a55572,user96@example.com,+1-555-1096,Director,Admin,Active,2022-12-07 05:39:52,2023-11-14 12:24:18
83c1d6d2-4bcb-4302-b64c-8b94f6695f91,84431339-94ff-40be-aa19-c6cce0351b3a,6465de2a-d171-47cf-8c70-c744338b243d,user97@example.com,+1-555-1097,Analyst,User,Lead,2022-02-15 12:30:43,2022-09-09 09:37:12
dfd1a21b-64b6-4449-ac03-7054add9cd27,6c55295b-6029-4b7d-a6d0-6a8e9ad8e75f,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,user98@example.com,+1-555-1098,Analyst,User,Active,2023-03-13 09:55:44,2022-08-06 06:53:44
91ae4c10-118c-4852-ada4-02d7825b8ef6,9a96579b-e041-48cb-88c7-a2fdfc1e4ddc,308a661f-1cae-4c0d-a556-c6757629b1dd,user99@example.com,+1-555-1099,Manager,Viewer,Active,2022-04-02 00:26:21,2023-07-04 12:18:00
c8182c70-8dfa-4eef-b303-fd806e37f070,044566db-c931-4409-94fa-3896d53a9aa2,a58288c3-b609-4d9e-976f-0788fc350808,user100@example.com,+1-555-1100,Director,Admin,Active,2024-01-03 17:40:06,2023-11-06 03:12:26
60ab3101-0b89-4342-806f-29e62149acf2,49a75f87-6ad5-485b-9536-fbdea1a15cc2,9768f287-3f7c-4f3f-9e85-28beb8a815f6,user101@example.com,+1-555-1101,Engineer,Viewer,Active,2024-04-02 10:39:59,2022-01-10 00:37:14
a92a5f7c-d6e3-4c5e-8bfe-81576c509f01,31bb9652-025c-4fa2-b3f5-98dd97d7ad1a,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,user102@example.com,+1-555-1102,Analyst,Admin,Lead,2023-07-10 06:03:50,2023-07-13 01:18:59
