user_id,geo_id,full_name,email,team,role
1e4b590d-7fcc-4100-8f93-1f2d0a425383,fda10fd5-4541-4e82-a935-3502434627b7,Employee_68,employee68@kcrm.com,CSM,Rep
38272f05-7b06-484b-97bc-6ef437682f1d,923fe915-37eb-4281-ba65-655838745c18,Employee_69,employee69@kcrm.com,Sales,Rep
71bd1422-46e7-4cce-8727-3c931b919cb0,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,Employee_70,employee70@kcrm.com,CSM,Lead
d62d531b-6dc1-4893-81f7-1b6d69039a58,923fe915-37eb-4281-ba65-655838745c18,Employee_71,employee71@kcrm.com,Support,Manager
8148b706-a0a7-42dd-a351-0ad002a35f7c,b9d9e952-3729-466a-99e4-8cb64954f439,Employee_72,employee72@kcrm.com,Finance,Lead
7d7624d7-74ff-472e-948a-af5df363bfc4,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,Employee_73,employee73@kcrm.com,Sales,Manager
1ed0d466-1a28-4d0b-9c38-498fab77af73,81f8b9ca-8346-463f-b3ae-e601e1966c97,Employee_74,employee74@kcrm.com,Support,Rep
6b480f12-fe4e-4fee-a2f1-379db886565c,07a8c1b6-edd7-42ea-8ee5-59501a0ec2fe,Employee_75,employee75@kcrm.com,Sales,Manager
2a26c691-6e1e-4ad4-bfe4-fe7d049b21bb,a17c8e52-56cb-417f-9033-d0526bc2a589,Employee_76,employee76@kcrm.com,Support,Manager
e367bbda-1076-4e65-abbc-d835ef1a5b41,b9d9e952-3729-466a-99e4-8cb64954f439,Employee_77,employee77@kcrm.com,CSM,Manager
d10892f7-63e7-43f5-84a0-b94f90ef8f36,408d6888-5f5c-4dd1-8d5e-e6145ccf5268,Employee_78,employee78@kcrm.com,Support,Lead
bb149757-c48e-4b45-8731-8f3704114e49,5050f307-f787-4047-8d37-2cedc48c3557,Employee_79,employee79@kcrm.com,Support,Rep
9508ef70-fa52-46b1-8635-dd1d4de50466,f4a1dbe7-d8f0-42bc-82ab-fe34f249654a,Employee_80,employee80@kcrm.com,Support,Rep
10aff053-b5e6-4204-8450-04121662410d,6220054f-7c0d-4f92-8962-9682f69b589b,Employee_81,employee81@kcrm.com,Finance,Manager
ec3eeff0-1fd9-4449-b74c-9f488ecb6473,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Employee_82,employee82@kcrm.com,Sales,Rep
7cf706b5-2b7e-4ed2-b50e-414da943fb65,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Employee_83,employee83@kcrm.com,CSM,Manager
a799ec6f-ad1f-49b7-8ae4-4732fa284468,ca6a3dd3-f966-452a-80ca-0cc1486d9554,Employee_84,employee84@kcrm.com,CSM,Manager
702e1462-2089-4f52-a2d3-9f7ccaeffd9b,6465de2a-d171-47cf-8c70-c744338b243d,Employee_85,employee85@kcrm.com,Finance,Manager
2249de95-e35c-41e4-8230-526a74b2d35d,874057f3-6a95-453d-8573-c217459f7c51,Employee_86,employee86@kcrm.com,Finance,Manager
6884b672-292a-4412-baf3-c03c7073deab,9768f287-3f7c-4f3f-9e85-28beb8a815f6,Employee_87,employee87@kcrm.com,Finance,Lead
05f92f02-2c57-49a6-ace2-e2be7e43eb35,a17c8e52-56cb-417f-9033-d0526bc2a589,Employee_88,employee88@kcrm.com,Support,Manager
84542405-3360-4151-93df-a2e71d1a67eb,382a30ba-7fca-4b36-b4f8-14feb2a55572,Employee_89,employee89@kcrm.com,Finance,Rep
1831580a-969d-4fd3-841d-fe8d20b8062f,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,Employee_90,employee90@kcrm.com,Finance,Lead
fd748d8a-298f-468b-9c9d-db9686a021a0,a58288c3-b609-4d9e-976f-0788fc350808,Employee_91,employee91@kcrm.com,Support,Rep
7e656b51-2c5d-46e7-b1bb-dd8d2de1c50c,923fe915-37eb-4281-ba65-655838745c18,Employee_92,employee92@kcrm.com,Sales,Lead
99d1e30b-d685-4707-a3b0-6462db2edc83,713b4916-11b7-44e2-adb2-6f39959206ae,Employee_93,employee93@kcrm.com,Finance,Manager
e0da725e-23c2-4957-9c09-e6284b127632,ce373f7b-ea9d-41e8-85b7-a385636a93e7,Employee_94,employee94@kcrm.com,Finance,Lead
e5712efe-ef97-440b-84fb-ecf076f7fd92,f556ace5-b699-4fcf-a271-5d9f7351ad1f,Employee_95,employee95@kcrm.com,Support,Rep
c0d03233-c5c7-439e-a3a5-3b04e5378402,a58288c3-b609-4d9e-976f-0788fc350808,Employee_96,employee96@kcrm.com,Support,Lead
34620468-12ca-49d2-ad17-ff1fc9dc90bd,fda10fd5-4541-4e82-a935-3502434627b7,Employee_97,employee97@kcrm.com,Support,Lead
64fa6d94-baf8-4244-80a7-0c8c7ed9350b,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,Employee_98,employee98@kcrm.com,Sales,Manager
004f31bd-9658-434c-8b48-bdd6ffe80dcb,eab23103-61b8-42e6-b8e4-27bdae31cde6,Employee_99,employee99@kcrm.com,Finance,Manager
639e0329-1719-4acf-a162-c527c827028c,408d6888-5f5c-4dd1-8d5e-e6145ccf5268,Employee_100,employee100@kcrm.com,Finance,Lead
72a10541-fd9c-4952-b8a8-a07771079a13,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,Employee_101,employee101@kcrm.com,Support,Manager
b5d4f72a-c2b1-4d58-9726-225b04f6335e,713b4916-11b7-44e2-adb2-6f39959206ae,Employee_102,employee102@kcrm.com,Support,Manager
bf51b808-30d7-4afc-8a42-bd108e4660c7,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,Employee_103,employee103@kcrm.com,Finance,Lead
abc2240b-a389-474f-9049-976326e33046,2069ac2f-8681-4d9d-8ff6-3fc8888d98ef,Employee_104,employee104@kcrm.com,Finance,Rep
5f2b3883-76ca-43e1-90e2-2c79f1fb83c9,308a661f-1cae-4c0d-a556-c6757629b1dd,Employee_105,employee105@kcrm.com,Finance,Manager
391dbf21-ec0e-49f9-8504-8c7279781ae7,6465de2a-d171-47cf-8c70-c744338b243d,Employee_106,employee106@kcrm.com,Support,Lead
5ad0a131-d0e1-4811-b714-ec33972a0a15,b9d9e952-3729-466a-99e4-8cb64954f439,Employee_107,employee107@kcrm.com,Sales,Lead
266d605b-b3f4-4fa9-82b3-395a32ca965f,23b7c8fc-6b85-4bf8-9e48-748d5f296586,Employee_108,employee108@kcrm.com,Sales,Lead
2ed920bd-2ef3-44c2-9b46-94bf93db3e73,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,Employee_109,employee109@kcrm.com,Finance,Rep
28417f66-a973-474a-a218-8aba3af2b9a3,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,Employee_110,employee110@kcrm.com,CSM,Rep
77e7c5c4-52e5-4120-98d3-2bb4412770e3,713b4916-11b7-44e2-adb2-6f39959206ae,Employee_111,employee111@kcrm.com,Sales,Rep
40cd2dce-83b1-4292-8b35-7c3d9c0e374c,9768f287-3f7c-4f3f-9e85-28beb8a815f6,Employee_112,employee112@kcrm.com,CSM,Manager
9c623ffa-a7bb-421a-b739-9deed87bb74c,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,Employee_113,employee113@kcrm.com,CSM,Lead
28f9246c-960d-4512-b36d-76dcf8c26526,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,Employee_114,employee114@kcrm.com,Finance,Lead
a915b41d-f809-470c-97c4-14e6079b7811,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,Employee_115,employee115@kcrm.com,Support,Rep
d011d157-fc60-46fb-b65f-cf5437a68714,b0b30ba9-1373-4d34-b2e3-4950984f2c16,Employee_116,employee116@kcrm.com,CSM,Manager
507cf482-83c8-4537-ab19-0e2a2813ecac,6220054f-7c0d-4f92-8962-9682f69b589b,Employee_117,employee117@kcrm.com,Finance,Manager
ab014a01-2ff8-4eb4-8acc-39ae22163319,d3b58f8b-c9b8-449d-afa7-046a5607b449,Employee_118,employee118@kcrm.com,Support,Lead
d81ccc13-b9bc-4873-bc16-cf7dd4dd9269,eab23103-61b8-42e6-b8e4-27bdae31cde6,Employee_119,employee119@kcrm.com,Sales,Rep
