lead_id,geo_id,email,source,utm_campaign,utm_medium,created_at,updated_at,is_converted,converted_account_id
52100b14-05f0-474b-90c4-7a0ce11b863b,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,lead10@example.com,Cold Email,spring,cpc,2022-05-23 23:07:51,2023-10-28 01:26:07,1,b3f65666-6d33-4adf-86a0-2c027c81003c
3de080b4-50eb-4a6e-9830-6f033bb1c491,874057f3-6a95-453d-8573-c217459f7c51,lead11@example.com,Referral,summer,email,2023-07-03 17:44:52,2023-02-20 19:23:28,0,65bb211f-c04b-4bec-ac46-cbdd078e1168
abb89b11-7038-4341-86bc-1fce0a093432,c133e573-2208-4233-91cd-3d742dfb8915,lead12@example.com,Cold Email,fall,email,2022-10-02 00:36:51,2022-04-22 21:07:59,0,31bb9652-025c-4fa2-b3f5-98dd97d7ad1a
57fc77a6-6471-43d5-9efd-5b837fe089c9,ce373f7b-ea9d-41e8-85b7-a385636a93e7,lead13@example.com,Cold Email,summer,organic,2023-08-26 13:14:23,2022-05-01 09:09:16,0,c2a7292b-94aa-4596-a28d-39a5e59401c2
9589f8d3-b08f-49f2-a09e-1036a5cced16,7f3e7563-8c1f-4547-a711-9cec2caa5a90,lead14@example.com,Cold Email,spring,email,2022-10-22 01:37:17,2024-05-29 14:27:05,0,da056720-98ec-4754-9eda-7b146befe295
bc0bff27-a6c2-46bf-8926-67443b6324b8,f556ace5-b699-4fcf-a271-5d9f7351ad1f,lead15@example.com,Cold Email,summer,organic,2024-04-27 02:25:24,2024-11-11 19:50:59,0,6b565a6b-b9ec-471f-b3f9-4ffe7b1f3c88
eb6eb143-0516-4f06-af0b-4599da1949a1,a58288c3-b609-4d9e-976f-0788fc350808,lead16@example.com,Referral,spring,email,2023-01-24 18:57:44,2023-06-16 14:55:13,0,fa48b329-d34a-4e52-8262-fcc21d9cca3c
0c5bc321-529d-46f4-9a5b-c131c617e209,92281d5b-28df-4ff1-9663-dc6f0896606d,lead17@example.com,LinkedIn,summer,cpc,2022-01-29 07:34:19,2023-05-28 13:21:53,0,1609b2e0-a5ca-40c8-88c8-8f52fe6a36d5
eec23d83-055f-4ab3-b19b-c028dac5b515,d3b58f8b-c9b8-449d-afa7-046a5607b449,lead18@example.com,Google Ads,spring,cpc,2024-08-21 16:01:29,2023-10-28 06:53:03,0,84a4ce7b-5d92-4d81-aca8-a9a0b15714f5
13e9739d-6a3a-451b-87b5-bc744c9bc7f7,6465de2a-d171-47cf-8c70-c744338b243d,lead19@example.com,Google Ads,spring,email,2022-05-15 06:07:39,2023-02-26 22:41:50,0,d8fecff3-ce62-46b6-b0bd-80b7b8fb4aff
eaceb91e-73b7-48f8-8287-0427aefe1b14,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,lead20@example.com,LinkedIn,summer,organic,2022-04-09 12:57:10,2022-01-27 06:20:17,1,c65a1f12-60f8-41a4-851a-7f336d33d494
4be49149-a71f-471b-a570-fb4f8f6dc5a4,c68acfda-6db5-405f-ab3d-9e54547cc5df,lead21@example.com,LinkedIn,fall,cpc,2022-09-10 02:41:21,2024-06-03 19:18:41,0,a12d277c-1723-4023-989a-41cea2336a75
4a3665a3-d0b9-44dd-ac92-93e707c35fab,a17c8e52-56cb-417f-9033-d0526bc2a589,lead22@example.com,LinkedIn,fall,organic,2022-08-15 12:18:01,2024-11-07 14:59:38,0,bd41fbab-86da-41a3-9669-9cfa48b109bb
2bbd4988-3142-4053-873d-4b6978728625,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,lead23@example.com,Google Ads,summer,cpc,2023-06-16 10:27:24,2022-05-22 20:48:17,0,9064d26b-6409-491d-acca-4a35aa97b64d
532642b3-e365-4799-b2fb-aa23ab681b54,9768f287-3f7c-4f3f-9e85-28beb8a815f6,lead24@example.com,Cold Email,fall,email,2022-09-07 01:54:07,2024-06-14 03:29:06,0,72970d7b-ee34-416a-b0ed-80fc16f86798
237abadc-4b5c-4065-9011-81976b27cb73,cd925617-c58a-49c7-83d5-41cb7915836a,lead25@example.com,Cold Email,fall,cpc,2024-03-22 00:48:11,2023-08-08 01:22:24,0,259fb119-43ed-4c22-b7f5-b488aa9eae86
c6637ac4-95d0-4fb8-a6d5-828fca92d99a,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,lead26@example.com,Cold Email,spring,email,2024-12-07 03:32:03,2024-07-09 07:12:26,0,953b3a9b-a3f4-4977-90e4-2d34c4c28a23
063d6883-5a6b-4977-ab40-0d7e2e813f84,b0b30ba9-1373-4d34-b2e3-4950984f2c16,lead27@example.com,Referral,summer,organic,2024-04-10 19:07:59,2022-11-25 14:02:08,0,90aa49a2-48cd-472c-99cd-cbec7b4f8022
27b26a9b-e3b6-49a5-85b2-3616a7ef43fa,a17c8e52-56cb-417f-9033-d0526bc2a589,lead28@example.com,Cold Email,fall,cpc,2022-10-29 15:11:55,2024-07-06 23:38:21,0,493e1e6b-24bf-4594-91d9-da811e5517e1
4991f39b-7022-42f5-9e5c-ef1f4d14fc03,d3b58f8b-c9b8-449d-afa7-046a5607b449,lead29@example.com,Referral,fall,organic,2024-01-14 14:52:11,2023-05-14 17:15:33,0,fa4d8f17-c4b9-4b13-90bb-d1b3ea8edd0d
17ff8072-6f40-421e-b814-9835f045e8b4,c68acfda-6db5-405f-ab3d-9e54547cc5df,lead30@example.com,Google Ads,fall,organic,2024-09-08 02:38:45,2023-12-02 09:15:08,1,abad647b-1615-4051-9529-f0e6110bfbc4
2ea460a4-a19d-4bcb-a821-261f05ac170f,308a661f-1cae-4c0d-a556-c6757629b1dd,lead31@example.com,Referral,summer,email,2023-06-30 20:29:32,2024-04-29 22:10:38,0,9a25ccdf-3fbe-4652-a0e4-572e8c04033d
e5708624-6edd-45d7-8b21-25d30b85a906,449be6aa-4bbd-4733-b7e2-79353d4d7005,lead32@example.com,LinkedIn,fall,organic,2022-02-16 06:37:06,2024-02-11 12:29:49,0,ee2b427b-cba9-4cc0-8d04-e64a37399158
37418df6-adc0-45f9-b95f-af681993a38a,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,lead33@example.com,LinkedIn,fall,cpc,2023-06-13 10:51:30,2023-07-10 17:59:14,0,93d08138-fc1e-4b64-9d30-af1417bad22c
686a94d1-94c7-4fc8-a7c9-a81e0f3d89c1,9b32730c-197d-4128-9e8f-a9c485970207,lead34@example.com,Google Ads,fall,email,2023-08-28 17:20:36,2022-10-15 04:11:00,0,2a59537a-023c-417e-b66c-0f07ddc4919f
13d04ee4-9e8b-47fe-9894-21dd8bacc4ce,c6bfca28-c2e2-4268-ac7f-2f888a5c6401,lead35@example.com,Cold Email,spring,email,2023-11-03 17:05:54,2022-04-04 12:20:55,0,d6bc7604-c30a-4b48-8d6c-9017fe574042
a805045d-df0c-4da4-a8ee-227a5758a61d,f556ace5-b699-4fcf-a271-5d9f7351ad1f,lead36@example.com,Google Ads,summer,email,2022-06-10 21:20:47,2024-01-12 05:49:41,0,2c112398-5ffd-449a-a396-6737293a592d
0434e143-0343-4d0f-af4f-1629b489e179,c133e573-2208-4233-91cd-3d742dfb8915,lead37@example.com,LinkedIn,fall,organic,2024-03-07 00:23:34,2022-01-01 19:40:58,0,97dcc729-882c-4147-9953-c708c77ea631
9ecb5ac0-45f8-4959-b41b-b01406e1e1e2,ca6a3dd3-f966-452a-80ca-0cc1486d9554,lead38@example.com,Cold Email,spring,cpc,2023-09-18 04:46:25,2022-08-01 23:00:21,0,4932fc2b-a680-4bb4-a4f5-79a2e68515dc
2e43bebe-63ba-4153-8948-ac0bd0a4c38d,923fe915-37eb-4281-ba65-655838745c18,lead39@example.com,LinkedIn,summer,cpc,2022-11-26 21:21:14,2022-01-29 05:03:35,0,713699b9-e835-482f-8708-6cfae9459371
cd6e115d-8f53-4709-990a-ff74f98d7af0,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,lead40@example.com,Google Ads,spring,cpc,2022-09-18 05:42:38,2023-01-29 23:40:26,0,82b6eea7-2cbe-42c8-838e-058c93eac1c1
acb90d7f-b70e-42d8-90d6-f9c3c29cd1d3,c68acfda-6db5-405f-ab3d-9e54547cc5df,lead41@example.com,Cold Email,spring,email,2022-10-23 09:04:13,2022-09-20 02:36:31,0,ac65df2b-552b-4ade-aed0-d8378bbb9cee
41f80710-eab6-45a0-a1cf-5a4488d5f979,a58288c3-b609-4d9e-976f-0788fc350808,lead42@example.com,Google Ads,summer,email,2024-08-22 19:21:26,2023-11-07 02:56:33,0,e56d936f-e2d8-4490-a0af-3f6e0ac318f4
1c242749-5e47-42c2-810c-fdd85f879278,f4a1dbe7-d8f0-42bc-82ab-fe34f249654a,lead43@example.com,LinkedIn,fall,cpc,2024-09-17 07:19:16,2022-09-03 21:41:30,0,30a0c9f0-893f-4664-8fd3-5b1fc1281e12
65307376-0cb7-488d-b831-04851f3b25a8,eab23103-61b8-42e6-b8e4-27bdae31cde6,lead44@example.com,Cold Email,fall,organic,2024-01-21 23:19:13,2024-11-01 15:01:04,0,a1ec4c5d-62df-49b3-a071-70f212eaaded
29514a10-6cc5-4a3c-abca-a3ee9653cb46,713b4916-11b7-44e2-adb2-6f39959206ae,lead45@example.com,LinkedIn,spring,email,2024-06-29 20:52:45,2022-01-24 03:50:43,0,fc3fb552-fab5-4e16-b4f3-9fd9e8cd172f
1833c259-0a19-4d4b-a02e-24d910e982b6,713b4916-11b7-44e2-adb2-6f39959206ae,lead46@example.com,Cold Email,summer,cpc,2024-12-19 07:16:02,2022-04-21 11:34:11,0,0c387a10-f444-4d60-b687-bdace099f7da
41351a7e-f2c9-4f9c-bb21-db38d7e68d8a,65571c78-d8ce-46d8-8fd7-1d487c346d71,lead47@example.com,Referral,summer,organic,2022-04-14 22:14:01,2024-08-25 09:46:43,0,d5f851e6-3026-48e2-8c76-27d932506df6
921e94f4-935f-48f8-bb97-2ecd4a9bc705,cd925617-c58a-49c7-83d5-41cb7915836a,lead48@example.com,Referral,fall,email,2022-12-19 05:53:50,2024-10-09 21:24:07,0,cbee2c59-6ed5-4d36-961f-335874cfac05
3639565b-a2cd-48c5-8b69-8c94a33a1e4f,eab23103-61b8-42e6-b8e4-27bdae31cde6,lead49@example.com,LinkedIn,spring,email,2024-10-17 15:41:38,2024-02-10 17:04:56,1,b8aa192b-3d74-42bd-b65c-c98cc169b6e7
c0eec196-639f-4e08-985b-82e15e376952,6465de2a-d171-47cf-8c70-c744338b243d,lead50@example.com,Google Ads,fall,email,2024-02-07 23:38:32,2022-05-30 06:38:36,0,d5c374e9-6275-487a-a44e-d3d56517ed29
edab4f1a-7175-40ad-a2e4-fadc3404f2ad,9c5f5fb0-1003-489d-a4f6-75cc1a8ae9c5,lead51@example.com,Referral,summer,cpc,2024-05-15 23:31:54,2022-07-31 04:46:45,1,85e2cb5d-3e9b-4f95-83a5-d8a1c58bbc8a
6d582b70-2961-4625-8cf1-2e8f4550e2a2,c47f4c8a-816e-4d6a-9b91-e79cf635d0e5,lead52@example.com,Referral,summer,email,2023-12-13 06:00:14,2024-10-24 19:26:36,0,d02e3bd4-3c67-4390-b9e1-705e0f27fad5
f88b6a43-cdf3-4528-a33c-4259c3ad3415,a17c8e52-56cb-417f-9033-d0526bc2a589,lead53@example.com,Cold Email,fall,email,2023-08-25 14:40:51,2022-05-20 12:11:15,0,fa0af292-cbe5-4eb3-894f-03e517012bcd
27465e27-2186-4fa7-8d8b-4a31c57702c2,7f3e7563-8c1f-4547-a711-9cec2caa5a90,lead54@example.com,Cold Email,fall,organic,2023-05-16 13:00:31,2022-08-21 12:08:40,0,5ede464a-ac6f-408e-aae1-21064920dd0b
ebaf6fbc-7d5e-4c36-a041-2ed10f5c90ff,c133e573-2208-4233-91cd-3d742dfb8915,lead55@example.com,Cold Email,summer,cpc,2024-09-25 03:09:25,2023-04-23 15:43:21,0,5de141f7-027a-4842-b25a-47c28e46a279
8c9dcb2d-c379-457a-9150-22cead6ef503,92281d5b-28df-4ff1-9663-dc6f0896606d,lead56@example.com,LinkedIn,spring,organic,2023-07-28 00:30:01,2022-04-24 20:30:32,0,39bf8951-2420-452a-9484-6ff9904a9b8b
ac08bc3c-9e7d-4c4e-a10b-6ec7b7d64fd7,449be6aa-4bbd-4733-b7e2-79353d4d7005,lead57@example.com,Google Ads,summer,email,2022-11-06 07:28:24,2022-11-10 11:06:10,0,728c08a3-4719-4f4b-bef2-d9636e04f63a
f17b1ab6-e44e-4c85-94f8-982dc39fdcac,9b32730c-197d-4128-9e8f-a9c485970207,lead58@example.com,Google Ads,spring,cpc,2022-03-07 04:33:17,2024-06-06 21:48:33,0,62b35e80-2da2-4b9a-af5c-d994cf922985
d03fdba2-9b58-4f1d-af63-13c45fdea77c,7f3e7563-8c1f-4547-a711-9cec2caa5a90,lead59@example.com,Cold Email,fall,cpc,2022-02-26 12:19:31,2023-01-14 11:57:51,0,a7301b11-8686-43cd-8f6f-e1dd378b4caf
0cb0b8dd-4e1d-4c46-808e-dc3f693bbfc1,b9d9e952-3729-466a-99e4-8cb64954f439,lead60@example.com,LinkedIn,fall,email,2023-12-05 13:41:13,2023-10-30 23:25:48,0,a50b8c39-28ba-470b-9c37-35fb534bf5e3
2f7a2c54-f495-4514-80bf-d6fe0c7fb354,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,lead61@example.com,Cold Email,spring,cpc,2022-10-20 04:09:01,2024-08-21 14:37:00,1,7e477742-c820-4360-9fa6-6dafa6525b2c
551bd243-f40b-401d-a6ed-33c0236bcb85,e64f2851-29a8-4c7e-83c0-58a984a05efd,lead62@example.com,Google Ads,summer,cpc,2022-01-06 18:45:23,2023-09-19 20:49:32,0,80247ff9-21f9-4bb0-a76a-dafb3e9ca8bd
6113b595-633f-4d03-ad21-0184275513f3,b0b30ba9-1373-4d34-b2e3-4950984f2c16,lead63@example.com,LinkedIn,summer,organic,2024-06-05 22:09:35,2023-12-20 20:50:48,0,abfa832c-c010-45cf-92ab-fc12afc49760
1508ea1e-875c-42aa-be80-16b79cba65e5,6465de2a-d171-47cf-8c70-c744338b243d,lead64@example.com,Cold Email,spring,cpc,2023-07-07 03:04:21,2024-04-06 09:39:47,0,89ff92f9-9fb7-401c-8696-43efe8ea3578
04821eb0-5cda-46a2-92a8-7bc1d752b038,b0b30ba9-1373-4d34-b2e3-4950984f2c16,lead65@example.com,Cold Email,spring,cpc,2022-01-27 14:19:45,2024-05-30 01:45:01,0,2622dbad-482d-4ddf-8c74-12551cc08668
74589cb9-2cbc-4e6a-add2-bcaadab474da,fd4f23c6-0e0b-4a1c-9527-77e78c0278ef,lead66@example.com,Google Ads,spring,organic,2024-10-29 09:20:49,2024-10-02 11:50:09,0,1464182d-4032-4122-9229-8b6a82cd54f3
8402bcad-5aeb-4006-b385-d1bd1694f577,5050f307-f787-4047-8d37-2cedc48c3557,lead67@example.com,LinkedIn,spring,email,2023-08-02 17:12:02,2023-12-07 02:44:18,0,393a4ea0-2b19-42e7-8307-82bd32aebf59
f0df239f-7884-4c87-a498-a851151f41ec,ce373f7b-ea9d-41e8-85b7-a385636a93e7,lead68@example.com,Google Ads,summer,organic,2024-10-04 17:54:58,2023-09-23 16:09:35,0,301e118b-dfd3-4b43-ac09-2f61c0eccf9c
7d473b41-86f5-434a-8040-c1a7494476c7,2069ac2f-8681-4d9d-8ff6-3fc8888d98ef,lead69@example.com,LinkedIn,fall,email,2023-06-11 04:36:22,2022-02-26 10:41:32,0,58bdf95c-fc00-46c2-a6e4-769f7c5867bc
a853ed14-3218-4b10-b841-a4211e3ba1f9,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,lead70@example.com,LinkedIn,summer,email,2023-10-08 12:13:06,2024-05-29 20:43:28,0,2d7cad45-4570-4562-be33-b6c97c00e9c4
c18d0050-e058-447f-9686-122a2d98fe09,5050f307-f787-4047-8d37-2cedc48c3557,lead71@example.com,Cold Email,spring,email,2022-01-12 13:18:04,2024-03-23 19:02:58,1,ed3a17da-5c38-4bba-bbf7-bdff94314216
a12055e1-7fd6-4c3a-b075-729704090ca6,a58288c3-b609-4d9e-976f-0788fc350808,lead72@example.com,Google Ads,summer,organic,2023-05-05 14:23:44,2024-01-08 05:07:13,0,fc7f6a13-c15f-4239-bc0a-3be5bc8eee99
a6445e8d-9295-4e49-98d8-15d09c51659d,c68acfda-6db5-405f-ab3d-9e54547cc5df,lead73@example.com,LinkedIn,spring,email,2023-12-21 23:50:04,2022-12-01 22:52:31,0,b8aa515b-53f8-4478-8710-ea4370a6b5e1
e6ad1323-38fc-422d-9a00-bf30f43c2d30,ca6a3dd3-f966-452a-80ca-0cc1486d9554,lead74@example.com,Referral,spring,organic,2022-05-13 09:25:41,2022-04-26 06:07:43,0,3052ed30-0a57-4bf7-bb24-6931383f37b4
949b02b0-e607-4267-9740-f864a60077db,b9d9e952-3729-466a-99e4-8cb64954f439,lead75@example.com,Cold Email,spring,organic,2022-07-28 06:51:01,2022-09-14 06:39:53,0,840fef2f-822e-494f-9159-531ebc3d46c7
c83d0e8d-2aaf-4f21-a887-99b655f96b40,c68acfda-6db5-405f-ab3d-9e54547cc5df,lead76@example.com,Google Ads,spring,email,2022-05-30 02:17:42,2023-10-25 07:56:39,1,224093d9-eaf4-4ac1-a243-5b633bf2d460
6a77399d-9d84-445e-925b-4d4e69e16350,0b6d7c05-babf-4a3f-8a30-ace0df963ca7,lead77@example.com,LinkedIn,summer,email,2024-07-12 18:06:09,2024-02-02 01:00:38,0,919057b3-a156-4463-ac64-4673a3720a56
b04f9854-44d2-4327-839e-fa8154a6bf51,eab23103-61b8-42e6-b8e4-27bdae31cde6,lead78@example.com,Cold Email,spring,organic,2024-03-19 14:10:30,2024-01-22 16:04:58,0,fa0af292-cbe5-4eb3-894f-03e517012bcd
cd5d576a-d4f0-4046-9f79-555ff6b0d6f7,b1157b1e-d7ac-4a4f-8854-41f6d481c09b,lead79@example.com,Google Ads,summer,organic,2024-05-22 02:58:01,2022-12-26 08:23:29,0,a9aeac7a-6932-4cc5-a974-c84a924f665a
3570af9f-ced2-4104-bc83-b714fca19c16,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,lead80@example.com,Google Ads,summer,email,2022-06-30 23:12:25,2022-05-05 02:59:48,0,f5ca678b-629e-4f22-8c9c-fc9d954de9eb
19fead29-1186-46a2-a770-6d16b8cf598f,5050f307-f787-4047-8d37-2cedc48c3557,lead81@example.com,Cold Email,fall,email,2024-07-10 00:22:25,2024-07-24 02:01:43,1,60ef13d5-462a-4393-8c3f-289a918ae6ca
e1255ba0-2386-43e9-bb17-2a1148a2b835,f8e719a4-7253-49a7-b6b4-80ac6afd68e7,lead82@example.com,LinkedIn,summer,email,2022-07-30 21:53:01,2022-10-15 23:15:15,0,ecded92a-a59b-4c89-a51f-0a9cb51f278b
b2e653fb-c594-406a-abc7-81bf6070115f,6220054f-7c0d-4f92-8962-9682f69b589b,lead83@example.com,Cold Email,fall,organic,2024-01-06 10:44:33,2022-07-24 19:47:03,0,362b86a6-ace9-4f64-a6e8-70893f0e5395
97b009aa-4053-4658-b945-5368b7550e24,fda10fd5-4541-4e82-a935-3502434627b7,lead84@example.com,Referral,fall,organic,2024-02-07 22:31:57,2023-11-12 04:11:52,0,ab4ba73d-94e9-4701-be02-9f87e909d5bf
e91b22de-80bd-4e9a-8413-ffe26c1883ea,7f3e7563-8c1f-4547-a711-9cec2caa5a90,lead85@example.com,Cold Email,fall,organic,2024-05-09 23:08:49,2024-10-09 21:36:04,0,d6d0e98c-fed2-4582-8c06-b3ebb5527e15
cb97e50a-fa6c-47a2-9063-8a8cd579638d,a58288c3-b609-4d9e-976f-0788fc350808,lead86@example.com,Google Ads,summer,email,2024-05-06 21:18:32,2023-08-28 22:00:45,0,9da3cc0e-1984-416c-a637-c78366da53bf
6f28d530-e39d-4f85-8da8-81266d302108,cd925617-c58a-49c7-83d5-41cb7915836a,lead87@example.com,Referral,fall,cpc,2023-06-14 06:20:27,2024-11-14 11:57:46,1,6e17b459-6046-4009-9cac-1eb1dd278800
ab5c6e2e-b1d7-46e3-bd76-dd23bbae21c4,96cee407-b3be-4f54-a08b-c4cf5f5f46ba,lead88@example.com,Referral,spring,cpc,2022-07-06 00:43:01,2022-02-13 23:47:07,0,c9fec752-ed8e-4c05-94eb-3c3590f1f62e
7b658eab-92ed-43e5-abed-b348ccb4dfd2,81f8b9ca-8346-463f-b3ae-e601e1966c97,lead89@example.com,LinkedIn,summer,cpc,2024-08-28 19:41:45,2023-12-17 04:17:40,0,d6611b0c-d0df-49be-bfb9-371cf651cc8d
713848c0-abf7-4a0b-9386-999224d48418,9768f287-3f7c-4f3f-9e85-28beb8a815f6,lead90@example.com,Cold Email,spring,cpc,2022-02-20 10:56:44,2023-06-11 19:16:07,0,b3464c2d-0b1f-439a-970f-fb447d378d19
cdbc3fc9-51c2-46db-9bb3-6c35b01bd324,9768f287-3f7c-4f3f-9e85-28beb8a815f6,lead91@example.com,LinkedIn,summer,cpc,2024-09-18 05:21:27,2024-12-16 08:21:44,0,58bdf95c-fc00-46c2-a6e4-769f7c5867bc
d444975c-3d91-470e-8df6-23e4698b1c8c,c133e573-2208-4233-91cd-3d742dfb8915,lead92@example.com,Cold Email,fall,organic,2023-05-08 13:06:40,2024-06-14 23:45:13,0,e7f94aa1-d57f-4856-939e-f9c2f8e77402
2faefad7-c423-463b-a241-2666eda8bcfb,92281d5b-28df-4ff1-9663-dc6f0896606d,lead93@example.com,Google Ads,fall,email,2023-01-18 04:56:44,2024-04-03 23:24:43,1,2df37825-4cbf-4148-9c66-75fa7d55abf1
59f35839-df54-4644-8efb-55f0d8cc4a70,eab23103-61b8-42e6-b8e4-27bdae31cde6,lead94@example.com,LinkedIn,summer,email,2023-04-30 18:22:19,2024-04-10 17:29:24,0,c2a7292b-94aa-4596-a28d-39a5e59401c2
0ecd05ed-74dd-49f6-80e6-990ecfd2ff55,9b32730c-197d-4128-9e8f-a9c485970207,lead95@example.com,Google Ads,fall,email,2024-04-14 07:51:03,2024-08-23 16:19:25,0,b984b807-a9d2-4d0f-923b-82758c5cdc7b
eac4f63c-b2a6-4873-92e4-fd1b5765c743,5050f307-f787-4047-8d37-2cedc48c3557,lead96@example.com,Google Ads,spring,email,2023-10-24 05:01:55,2024-01-09 03:02:13,0,7295e3fa-da1f-4bd8-8051-0a45b295ffdc
f36de8b8-a199-46a8-8bf1-9442f7fab698,1f7e1f9d-eb7d-4349-a15b-2bb72ccbbb1f,lead97@example.com,Referral,spring,email,2023-04-01 20:39:29,2024-10-04 19:05:28,0,174dd207-ea46-44db-8a8b-d24de92345b8
bd582839-49d8-4141-a903-cb5a3b729315,382a30ba-7fca-4b36-b4f8-14feb2a55572,lead98@example.com,LinkedIn,fall,cpc,2022-03-02 11:44:35,2024-04-26 03:45:43,1,e5819065-43c9-4b14-901a-e790f5384c41
3aef90fc-be12-44d8-b382-05adb6734743,a58288c3-b609-4d9e-976f-0788fc350808,lead99@example.com,Cold Email,summer,email,2022-06-15 13:22:33,2023-10-16 00:01:47,0,da152bf5-13ed-4e54-ade5-c26b6d7755bd
07428449-9fbb-48fb-91a2-d932d40e3217,fda10fd5-4541-4e82-a935-3502434627b7,lead100@example.com,LinkedIn,summer,email,2022-03-27 07:18:18,2023-07-02 11:03:12,0,150289d0-fca4-40da-99d1-77b3cfe386a9
4e77457a-9024-443b-9402-dfa10de4b715,9768f287-3f7c-4f3f-9e85-28beb8a815f6,lead101@example.com,Google Ads,spring,cpc,2023-04-12 08:27:28,2023-01-04 12:37:42,0,d10c9cac-a73a-401e-acba-867b73215b53
fa051883-ee8f-48d0-a176-05e0fe433363,7b9cb9ef-0cd8-4b2b-83e0-3913fd70820d,lead102@example.com,Referral,fall,email,2024-10-29 18:25:21,2024-09-17 04:05:09,0,bd7a16bf-e2d0-4e54-a999-776d2ba019c6
8e30f870-00d9-4ef2-bdf3-f547b42c4f8f,4555fcf6-5a2e-408b-a40e-38d0a6da4bde,lead103@example.com,LinkedIn,fall,cpc,2022-08-01 16:43:41,2022-11-20 02:59:00,0,e70ee159-b8f5-4527-abc6-9405e7d6c3ff
a583916c-60d2-4307-a5d8-ac3590ed6c26,b0b30ba9-1373-4d34-b2e3-4950984f2c16,lead104@example.com,Referral,spring,cpc,2024-12-17 01:17:06,2024-09-07 04:05:15,0,2b9838d9-a0c9-4371-a9cd-bc0dc75c3a56
9155b6d6-630b-4119-8098-758f1a28c946,ce373f7b-ea9d-41e8-85b7-a385636a93e7,lead105@example.com,Referral,summer,organic,2023-02-06 05:25:42,2024-11-30 00:19:54,1,41650a4d-80a2-4320-ab4b-b47f5e48e611
877519e9-33c7-44ea-a269-3aa808a85ef2,65571c78-d8ce-46d8-8fd7-1d487c346d71,lead106@example.com,Google Ads,fall,email,2023-08-13 15:48:40,2024-06-07 01:14:46,0,3b3e9095-891d-4ed0-b255-894acc528354
